Cod Dpto;Departamento;Cod Mpio;Municipio;Resultado;Indicador Resultado;LB Resultado;Meta Resultado;Codigo Producto;Producto;Indicador Producto;LB Producto;Meta Producto;Orientacion;Codigo Sector;Sector;ODS;Pilar Plan Marco de Implementación;ValorEsperado2016;ValorEjecutado2016;% Avance 2016;Rango Calificación 2016;ObservacionEvaluacion2016;BPIN 2016;Priorizada2016;Observaciones2016;ValorEsperado2017;ValorEjecutado2017;% Avance 2017;Rango Calificación 2017;ObservacionEvaluacion2017;BPIN 2017;Priorizada2017;Observaciones2017;ValorEsperado2018;ValorEjecutado2018;% Avance 2018;Rango Calificación 2018;ObservacionEvaluacion2018;BPIN 2018;Priorizada2018;Observaciones2018;ValorEsperado2019;ValorEjecutado2019;% Avance 2019;Rango Calificación 2019;ObservacionEvaluacion2019;BPIN 2019;Priorizada2019;Observaciones2019;Prog Cof Dpto 2016;Prog Cof Nacion 2016;Prog Credito 2016;Prog Otros 2016;Prog Recursos Propios 2016;Prog SGP Alim Escolar 2016;Prog SGP APSB 2016;Prog SGP Cultura 2016;Prog SGP Deporte 2016;Prog SGP Educacion 2016;Prog SGP Libre Dest 2016;Prog SGP Libre Inv 2016;Prog SGP RioMagdalena 2016;Prog SGP Salud 2016;Prog Regalías 2016;Prog Total 2016;Ejec Cof Dpto 2016;Ejec Cof Nacion 2016;Ejec Credito 2016;Ejec Otros 2016;Ejec Recursos Propios 2016;Ejec SGP Alim Escolar 2016;Ejec SGP APSB 2016;Ejec SGP Cultura 2016;Ejec SGP Deporte 2016;Ejec SGP Educacion 2016;Ejec SGP Libre Dest 2016;Ejec SGP Libre Inv 2016;Ejec SGP RioMagdalena 2016;Ejec SGP Primera Infancia 2016;Ejec SGP Salud 2016;Ejec Regalías 2016;Ejec Funcionamiento 2016;Ejec Gestionados 2016;Ejec Total 2016;Prog Cof Dpto 2017;Prog Cof Nacion 2017;Prog Credito 2017;Prog Otros 2017;Prog Recursos Propios 2017;Prog SGP Alim Escolar 2017;Prog SGP APSB 2017;Prog SGP Cultura 2017;Prog SGP Deporte 2017;Prog SGP Educacion 2017;Prog SGP Libre Dest 2017;Prog SGP Libre Inv 2017;Prog SGP RioMagdalena 2017;Prog SGP Salud 2017;Prog Regalías 2017;Prog Total 2017;Ejec Cof Dpto 2017;Ejec Cof Nacion 2017;Ejec Credito 2017;Ejec Otros 2017;Ejec Recursos Propios 2017;Ejec SGP Alim Escolar 2017;Ejec SGP APSB 2017;Ejec SGP Cultura 2017;Ejec SGP Deporte 2017;Ejec SGP Educacion 2017;Ejec SGP Libre Dest 2017;Ejec SGP Libre Inv 2017;Ejec SGP RioMagdalena 2017;Ejec SGP Primera Infancia 2017;Ejec SGP Salud 2017;Ejec Regalías 2017;Ejec Funcionamiento 2017;Ejec Gestionados 2017;Ejec Total 2017;Prog Cof Dpto 2018;Prog Cof Nacion 2018;Prog Credito 2018;Prog Otros 2018;Prog Recursos Propios 2018;Prog SGP Alim Escolar 2018;Prog SGP APSB 2018;Prog SGP Cultura 2018;Prog SGP Deporte 2018;Prog SGP Educacion 2018;Prog SGP Libre Dest 2018;Prog SGP Libre Inv 2018;Prog SGP RioMagdalena 2018;Prog SGP Salud 2018;Prog Regalías 2018;Prog Total 2018;Ejec Cof Dpto 2018;Ejec Cof Nacion 2018;Ejec Credito 2018;Ejec Otros 2018;Ejec Recursos Propios 2018;Ejec SGP Alim Escolar 2018;Ejec SGP APSB 2018;Ejec SGP Cultura 2018;Ejec SGP Deporte 2018;Ejec SGP Educacion 2018;Ejec SGP Libre Dest 2018;Ejec SGP Libre Inv 2018;Ejec SGP RioMagdalena 2018;Ejec SGP Primera Infancia 2018;Ejec SGP Salud 2018;Ejec Regalías 2018;Ejec Funcionamiento 2018;Ejec Gestionados 2018;Ejec Total 2018;Prog Cof Dpto 2019;Prog Cof Nacion 2019;Prog Credito 2019;Prog Otros 2019;Prog Recursos Propios 2019;Prog SGP Alim Escolar 2019;Prog SGP APSB 2019;Prog SGP Cultura 2019;Prog SGP Deporte 2019;Prog SGP Educacion 2019;Prog SGP Libre Dest 2019;Prog SGP Libre Inv 2019;Prog SGP RioMagdalena 2019;Prog SGP Salud 2019;Prog Regalías 2019;Prog Total 2019;Ejec Cof Dpto 2019;Ejec Cof Nacion 2019;Ejec Credito 2019;Ejec Otros 2019;Ejec Recursos Propios 2019;Ejec SGP Alim Escolar 2019;Ejec SGP APSB 2019;Ejec SGP Cultura 2019;Ejec SGP Deporte 2019;Ejec SGP Educacion 2019;Ejec SGP Libre Dest 2019;Ejec SGP Libre Inv 2019;Ejec SGP RioMagdalena 2019;Ejec SGP Primera Infancia 2019;Ejec SGP Salud 2019;Ejec Regalías 2019;Ejec Funcionamiento 2019;Ejec Gestionados 2019;Ejec Total 2019;Prog Total Cuatrienio;Ejec Total Cuatrienio
05;ANTIOQUIA;05088;BELLO;28.4000 afrobellanitas beneficiarios de la implementación del plan decenal.;Número de afrobellanitas beneficiarios de la implementación del plan decenal.;2804;4000;1205245;12 eventos de visibilización de la población afrobellanita;12 eventos de visibilización de la población afrobellanita.;5;12;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;2;SC;No Programada;meta no programada no evaluable;"2016-005-088-050
2016-005-088-129";Normal;-;4;NE;0;No Ejecutada;meta no ejecutada;-;Normal;-;4;8;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;4;4;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;13518670;-;-;-;-;-;-;-;-;-;-;-;-;-;13518670;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;16250000;-;-;-;-;-;-;-;-;-;-;16250000;-;-;-;-;16230000;-;-;-;-;-;-;-;-;-;-;-;-;-;16230000;-;-;-;-;50000000;-;-;-;-;-;-;-;-;-;-;50000000;-;-;-;-;28390250;-;-;-;-;-;-;200000000;-;-;-;-;-;-;228390250;66250000;258138920
05;ANTIOQUIA;05088;BELLO;28.4000 afrobellanitas beneficiarios de la implementación del plan decenal.;Número de afrobellanitas beneficiarios de la implementación del plan decenal.;2804;4000;1205246;2 documentos revisados y ajustados;2 documentos revisados y ajustados.;0;2;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;2;NE;0;No Ejecutada;meta no ejecutada;-;Normal;-;2;1;50;Bajo;meta evaluable;-;Normal;-;1;1;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;41666666,67;-;-;-;-;-;-;-;-;-;-;41666666,67;-;-;-;-;38052966,67;-;-;-;-;-;-;-;-;-;-;-;-;-;38052966,67;-;-;-;-;33333333,33;-;-;-;-;-;-;-;-;-;-;33333333,33;-;-;-;-;14222118,33;-;-;-;-;-;-;-;-;-;-;-;-;-;14222118,33;75000000;52275085
05;ANTIOQUIA;05088;BELLO;28.4000 afrobellanitas beneficiarios de la implementación del plan decenal.;Número de afrobellanitas beneficiarios de la implementación del plan decenal.;2804;4000;1205247;75 porciento de implementación del Plan de acciones Afirmativas de la población afrobellanita;75 porciento de implementación del Plan de acciones Afirmativas de la población afrobellanita.;46;75;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;35;NE;0;No Ejecutada;meta no ejecutada;-;Normal;-;50;50;100;Sobresaliente;meta evaluable;-;Normal;-;25;25;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;41666666,67;-;-;-;-;-;-;-;-;-;-;41666666,67;-;-;-;-;38052966,67;-;-;-;-;-;-;-;-;-;-;-;-;-;38052966,67;-;-;-;-;33333333,33;-;-;-;-;-;-;-;-;-;-;33333333,33;-;-;-;-;14222118,33;-;-;-;-;-;-;-;-;-;-;-;-;-;14222118,33;75000000;52275085
05;ANTIOQUIA;05088;BELLO;28.4000 afrobellanitas beneficiarios de la implementación del plan decenal.;Número de afrobellanitas beneficiarios de la implementación del plan decenal.;2804;4000;1205248;75 Porciento de grupos étnicos focalizados en las cinco zonas establecidas (Paris, Granizal, Pachely, Santa Rita, Niquia);75 Porciento de grupos étnicos focalizados en las cinco zonas establecidas (Paris, Granizal, Pachely, Santa Rita, Niquia);0;75;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;1;1;100;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 188;Normal;RECURSOS UNIMINUTO ;33;33,33;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;25;25;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;85500000;-;-;-;-;-;-;85500000;-;-;-;171000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6000000;6000000;-;-;-;-;41666666,67;-;-;-;-;-;-;-;-;-;-;41666666,67;-;-;-;-;38052966,67;-;-;-;-;-;-;-;-;-;-;-;-;-;38052966,67;-;-;-;-;33333333,33;-;-;-;-;-;-;-;-;-;-;33333333,33;-;-;-;-;14222118,33;-;-;-;-;-;-;-;-;-;-;-;-;-;14222118,33;246000000;58275085
05;ANTIOQUIA;05088;BELLO;29.340 familias atendidas en la estrategia Red Unidos.;Número de familias atendidas en la estrategia Red Unidos;1600;340;1205249;340  familias  con seguimiento al cumplimiento de logros;340  familias  con seguimiento al cumplimiento de logros.;340;340;Mantenimiento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;340;340;100;Sobresaliente;valores iguales;2016-005-088-049;Normal;-;340;340;100;Sobresaliente;valores iguales;2 0 1 7 0 0 5 0 8 8 063;Normal;-;340;340;100;Sobresaliente;valores iguales;-;Normal;-;340;340;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;-;5880000;-;-;-;-;-;-;-;-;-;-;5880000;-;-;-;-;5880000;-;-;-;-;-;-;-;-;-;-;-;-;-;5880000;-;-;-;-;13440000;-;-;-;-;-;-;-;-;-;-;13440000;-;-;-;-;14952000;-;-;-;-;-;-;-;-;-;-;-;-;-;14952000;-;-;-;-;-;-;-;-;-;-;-;25000000;-;-;-;25000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25000000;25000000;-;-;-;-;-;-;-;-;-;-;-;30000000;-;-;-;30000000;-;-;-;-;-;-;-;-;-;-;-;12950000;-;-;-;-;-;-;12950000;74320000;58782000
05;ANTIOQUIA;05088;BELLO;30.12700 niños y niñas en situación de vulnerabilidad con atención en salud y educación;Número de niños y niñas en situación de vulnerabilidad con atención en salud y educación;12631;12700;1205250;3600   niños y niñas con incentivos económicos de salud entregados;3.600   niños y niñas con incentivos económicos de salud entregados.;3600;3600;Mantenimiento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;3600;4629;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;2016-005-088-051;Normal;COFINANCIACION NACION ;3600;3265;90,69;Sobresaliente;meta evaluable;"2 0 1 7 0 0 5 0 8 8  079
2 0 1 7 0 0 5 0 8 8  083";Normal;-;3600;2706;0;Crítico;sin recursos ejecutados;-;Normal;-;3600;2262;62,83;Medio;meta evaluable;-;Normal;-;-;2863000100;-;-;9292500;-;-;-;-;-;-;-;-;-;-;2872292600;-;-;-;-;9292500;-;-;-;-;-;-;-;-;-;-;-;-;2863000100;2872292600;-;-;-;-;36120000;-;-;-;-;-;-;36120000;-;-;-;72240000;-;-;-;-;42370000;-;-;-;-;-;-;-;-;-;-;-;-;-;42370000;-;-;-;-;-;-;-;-;-;-;-;20000000;-;-;-;20000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;200000000;-;-;-;-;-;-;-;-;-;-;-;-;-;200000000;2964532600;3114662600
05;ANTIOQUIA;05088;BELLO;30.12700 niños y niñas en situación de vulnerabilidad con atención en salud y educación;Número de niños y niñas en situación de vulnerabilidad con atención en salud y educación;12631;12700;1205251;9100 niños  y niñas con incentivos económicos de educación entregados;9.100 niños  y niñas con incentivos económicos de educación entregados.;9100;9100;Mantenimiento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;9100;9788;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;2016-005-088-051;Normal;-;9100;9103;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;"2 0 1 7 0 0 5 0 8 8  079
2 0 1 7 0 0 5 0 8 8  083";Normal;-;9100;11085;0;Crítico;sin recursos ejecutados;-;Normal;-;9100;9100;100;Sobresaliente;valores iguales;-;Normal;-;-;2863000100;-;-;9292500;-;-;-;-;-;-;-;-;-;-;2872292600;-;-;-;-;9292500;-;-;-;-;-;-;-;-;-;-;-;-;-;9292500;-;-;-;-;23520000;-;-;-;-;-;-;23520000;-;-;-;47040000;-;-;-;-;43328800;-;-;-;-;-;-;-;-;-;-;-;-;-;43328800;-;-;-;-;-;-;-;-;-;-;-;20000000;-;-;-;20000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;19181099,5;-;-;-;-;-;-;7500000;-;-;-;26681099,5;-;-;-;-;13482675;-;-;-;-;-;-;300000000;-;-;-;-;-;-;313482675;2966013700;366103975
05;ANTIOQUIA;05088;BELLO;31.244 actividades de orientación para el bienestar de los niños y niñas.;Número de niños y niñas en situación de vulnerabilidad con atención en salud y educación;0;244;1205252;200 encuentros de bienestar realizados;200 encuentros de bienestar realizados.;0;200;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;35;39;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;2016-005-088-051;Normal;SE EJECUTO NCON FUNCIONARIOS DE LA SECRETARIA;25;25;100;Sobresaliente;meta evaluable;"2 0 1 7 0 0 5 0 8 8  079
2 0 1 7 0 0 5 0 8 8  083";Normal;-;70;2;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;70;70;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;18107500;-;-;-;-;-;-;-;-;-;-;18107500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2863000100;2863000100;-;-;-;-;14700000;-;-;-;-;-;-;14700000;-;-;-;29400000;-;-;-;-;8155000;-;-;-;-;-;-;-;-;-;-;-;-;-;8155000;-;-;-;-;-;-;-;-;-;-;-;20000000;-;-;-;20000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20000000;-;20000000;-;-;-;-;19181099,5;-;-;-;-;-;-;7500000;-;-;-;26681099,5;-;-;-;-;13482675;-;-;-;-;-;-;100000000;-;-;-;-;-;-;113482675;94188599,5;3004637775
05;ANTIOQUIA;05088;BELLO;31.244 actividades de orientación para el bienestar de los niños y niñas.;Número de niños y niñas en situación de vulnerabilidad con atención en salud y educación;0;244;1205253;40  reuniones del comité de líderes  de Familias en Accion;40  reuniones del comité de líderes  de Familias en Accion.;0;40;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;10;6;60;Medio;meta evaluable;2016-005-088-051;Normal;-;10;11;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;"2 0 1 7 0 0 5 0 8 8  079
2 0 1 7 0 0 5 0 8 8  083";Normal;-;10;10;100;Sobresaliente;meta evaluable;-;Normal;-;10;10;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;18107500;-;-;-;-;-;-;-;-;-;-;18107500;-;-;-;-;16607500;-;-;-;-;-;-;-;-;-;-;-;-;-;16607500;-;-;-;-;13440000;-;-;-;-;-;-;13440000;-;-;-;26880000;-;-;-;-;8234200;-;-;-;-;-;-;-;-;-;-;-;-;-;8234200;-;-;-;-;-;-;-;-;-;-;-;20000000;-;-;-;20000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20000000;20000000;-;-;-;-;19181099,5;-;-;-;-;-;-;7500000;-;-;-;26681099,5;-;-;-;-;13482675;-;-;-;-;-;-;7500000;-;-;-;-;-;-;20982675;91668599,5;65824375
05;ANTIOQUIA;05088;BELLO;31.244 actividades de orientación para el bienestar de los niños y niñas.;Número de niños y niñas en situación de vulnerabilidad con atención en salud y educación;0;244;1205254;4  reuniones de la  veeduría de Familias en Accion;4  reuniones de la  veeduría de Familias en Accion.;0;4;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;1;1;100;Sobresaliente;meta evaluable;2016-005-088-051;Normal;-;1;1;SC;No Evaluada;Meta sólo con recursos de funcionamiento;"2 0 1 7 0 0 5 0 8 8  079
2 0 1 7 0 0 5 0 8 8  083";Normal;-;1;1;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;1;1;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;500000;-;-;-;-;-;-;-;-;-;-;-;500000;-;-;-;-;16607500;-;-;-;-;-;-;-;-;-;-;-;-;-;16607500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000000;-;1000000;-;-;-;-;-;-;-;-;-;-;-;20000000;-;-;-;20000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20000000;-;20000000;-;-;-;-;19181099,5;-;-;-;-;-;-;7500000;-;-;-;26681099,5;-;-;-;-;-;-;-;-;-;-;-;7500000;-;-;-;-;-;-;7500000;47181099,5;45107500
05;ANTIOQUIA;05088;BELLO;32.16 acciones dirigidas a la población en situación de calle y en la calle.;Número de acciones dirigidas a la población en situación de calle y en la calle.;0;16;1205255;16 atenciónes  psicosociales a familias de población de situación de y en la calle;16 atenciónes  psicosociales a familias de población de situación de y en la calle.;0;16;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;6;4;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;4;4;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;6;6;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15000000;-;15000000;-;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;-;4065250;-;-;-;-;-;-;-;-;-;-;-;-;-;4065250;30000000;24065250
05;ANTIOQUIA;05088;BELLO;32.16 acciones dirigidas a la población en situación de calle y en la calle.;Número de acciones dirigidas a la población en situación de calle y en la calle.;0;16;1205256;16 acciones  ejecutadas en beneficio de la población de y en la calle;16 acciones  ejecutadas en beneficio de la población de y en la calle.;0;16;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;NP;NE;SC;No Programada;meta no programada no evaluable;-;Normal;-;6;4;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;6;6;SC;No Evaluada;Meta sólo con recursos de funcionamiento;-;Normal;-;6;6;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5000000;-;5000000;-;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15000000;-;15000000;-;-;-;-;15000000;-;-;-;-;-;-;-;-;-;-;15000000;-;-;-;-;4065250;-;-;-;-;-;-;-;-;-;-;-;-;-;4065250;30000000;24065250
05;ANTIOQUIA;05088;BELLO;33.40 acciones realizadas para la promocion de los derechos de la población LGTBI.;Número de acciones realizadas para la promocion de los derechos de la población LGTBI.;0;40;1205257;8 Eventos para  la visibilización de la población LGTBI;8 Eventos para  la visibilización de la población LGTBI.;0;8;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;1;1;100;Sobresaliente;meta evaluable;2016-005-088-118;Normal;-;2;2;100;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 062;Normal;-;2;3;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;3;3;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;3675000;-;-;-;-;-;-;-;-;-;-;3675000;-;-;-;-;3675000;-;-;-;-;-;-;-;-;-;-;-;-;-;3675000;-;-;-;-;18520000;-;-;-;-;-;-;-;-;-;-;18520000;-;-;-;-;13671000;-;-;-;-;-;-;-;-;-;-;-;-;-;13671000;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;10000000;-;-;-;-;12572500;-;-;-;-;-;-;-;-;-;-;-;-;-;12572500;-;-;-;-;45000000;-;-;-;-;-;-;-;-;-;-;45000000;-;-;-;-;11910500;-;-;-;-;-;-;-;-;-;-;-;-;-;11910500;77195000;41829000
05;ANTIOQUIA;05088;BELLO;33.40 acciones realizadas para la promocion de los derechos de la población LGTBI.;Número de acciones realizadas para la promocion de los derechos de la población LGTBI.;0;40;1205258;32 Reuniones de la Mesa LGTBI;32 Reuniones de la Mesa LGTBI.;0;32;Incremento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;-;4;4;100;Sobresaliente;meta evaluable;2016-005-088-118;Normal;-;10;8;80;Sobresaliente;meta evaluable;2 0 1 7 0 0 5 0 8 8 062;Normal;-;12;16;100;Sobresaliente;meta excede el 100% de cumplimiento, tolerable;-;Normal;-;8;8;100;Sobresaliente;meta evaluable;-;Normal;-;-;-;-;-;3675000;-;-;-;-;-;-;-;-;-;-;3675000;-;-;-;-;3675000;-;-;-;-;-;-;-;-;-;-;-;-;-;3675000;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;13671000;-;-;-;-;-;-;-;-;-;-;-;-;-;13671000;-;-;-;-;10000000;-;-;-;-;-;-;-;-;-;-;10000000;-;-;-;-;12572500;-;-;-;-;-;-;-;-;-;-;-;-;-;12572500;-;-;-;-;45000000;-;-;-;-;-;-;-;-;-;-;45000000;-;-;-;-;11910500;-;-;-;-;-;-;-;-;-;-;-;-;-;11910500;63675000;41829000
05;ANTIOQUIA;05088;BELLO;34.40000 atenciones realizadas en la  Unidad Municipal de Atención a Víctimas (UMAV).;Número de atenciónes realizadas en la  Unidad Municipal de Atención a Víctimas (UMAV).;36000;40000;1205259;100porciento de solicitudes  de acciones de protección atendidas;100porcentaje de solicitudes  de acciones de protección atendidas.;100;100;Mantenimiento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;5.4. Reparación integral para la construcción de Paz;100;100;100;Sobresaliente;valores iguales;"2016-005-088-045
2016-005-088-117";Normal;-;100;100;100;Sobresaliente;valores iguales;2 0 1 7 0 0 5 0 8 8 013;Normal;RB Unión Europea Cont.2013/335-698 - Prevención del Reclutamiento;100;100;100;Sobresaliente;valores iguales;-;Normal;-;100;100;100;Sobresaliente;valores iguales;-;Normal;-;-;-;-;-;-;-;-;-;-;-;-;221016010;-;-;-;221016010;-;-;-;-;1895470;-;-;-;-;-;-;190839000;-;-;-;-;-;-;192734470;-;-;-;-;-;-;-;-;-;-;-;125000000;-;-;-;125000000;-;-;-;-;106042552;-;-;-;-;-;-;95495000;-;-;-;-;-;-;201537552;-;-;-;-;35000000;-;-;-;-;-;-;56500000;-;-;-;91500000;-;-;-;-;17500000;-;-;-;-;-;-;-;-;-;-;-;-;-;17500000;-;-;-;-;-;-;-;-;-;-;-;100000000;-;-;-;100000000;-;-;-;-;-;-;-;-;-;-;-;100000000;-;-;-;-;-;-;100000000;537516010;511772022
05;ANTIOQUIA;05088;BELLO;34.40000 atenciones realizadas en la  Unidad Municipal de Atención a Víctimas (UMAV).;Número de atenciónes realizadas en la  Unidad Municipal de Atención a Víctimas (UMAV).;36000;40000;1205260;5 convenios de cooperación  para la  atención a las víctimas;5 convenios de cooperación  para la  atención a las víctimas.;5;5;Mantenimiento;A.14;A.14. Atención a Grupos Vulnerables - Promoción Social;3. Buena salud;5.4. Reparación integral para la construcción de Paz;5;5;100;Sobresaliente;valores iguales;"2016-005-088-045
2016-005-088-117";Normal;-;5;5;100;Sobresaliente;valores iguales;2 0 1 7 0 0 5 0 8 8 013;Normal;$500,000,000  DISCRIMINADOS DE LA SIGUIENTE MANERA (CORPORACION REGION): $20,000,000, (AULAS DE PAZ): $10,000,000, UPB : 20,000,000,  (UARIV): 450,000,000;5;5;0;Crítico;sin recursos ejecutados;-;Normal;-;5;5;100;Sobresaliente;valores iguales;-;Normal;-;-;216000000;-;-;-;-;-;-;-;-;-;-;-;-;-;216000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116000000;116000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500000000;500000000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;5000000;-;-;-;-;-;-;-;-;-;-;5000000;-;-;-;-;25000000;-;-;-;-;-;-;-;-;-;-;-;-;-;25000000;221000000;641000000
